name,class,VIP,ttest_p,utest_p,FC,fdr_adjust_ttest_p,bonferroni_adjust_utest_p,log2FoldChange,pvalue
Guanosine,"Nucleosides, nucleotides, and analogues",1.628176988,9.82E-05,0.0003108,3.912762226,0.004647132,0.384149184,1.968187442,9.82E-05
"2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","Nucleosides, nucleotides, and analogues",1.61231803,0.0008754,0.005905206,1.59225475,0.013524937,1,0.671071176,0.0008754
Purine riboside,"Nucleosides, nucleotides, and analogues",1.495361017,0.001304946,0.0003108,1.96699674,0.016627969,0.384149184,0.975994566,0.001304946
Pseudouridine,"Nucleosides, nucleotides, and analogues",1.406715906,0.003396657,0.0003108,1.953693383,0.029655349,0.384149184,0.966204066,0.003396657
5-Methyluridine,"Nucleosides, nucleotides, and analogues",1.374438039,0.004806678,0.003729604,1.472908353,0.033565278,1,0.558667666,0.004806678
Uridine,"Nucleosides, nucleotides, and analogues",1.296480751,0.019831479,0.020512821,1.444678991,0.070599478,1,0.530748961,0.019831479
Arabinosylhypoxanthine,"Nucleosides, nucleotides, and analogues",1.187272707,0.045602073,0.013986014,5.104473868,0.117181211,1,2.351762266,0.045602073
Adenosine monophosphate,"Nucleosides, nucleotides, and analogues",1.150393776,0.047480691,0.013986014,1.676820459,0.120074684,1,0.745728225,0.047480691
Uridine 5'-diphospho-N-acetylglucosamine,"Nucleosides, nucleotides, and analogues",1.172220285,0.047570119,0.072105672,1.251120722,0.120074684,1,0.323221004,0.047570119
5'-AMP monohydrate,"Nucleosides, nucleotides, and analogues",1.149918337,0.047595533,0.013986014,1.676680861,0.120074684,1,0.745608113,0.047595533
DL-Pipecolic acid,Organic acids,1.696154592,0.000101515,0.0003108,1.505095432,0.004647132,0.384149184,0.589854965,0.000101515
Methanolphosphate,Organic acids,1.493773087,0.000848377,0.0003108,1.792471597,0.013273348,0.384149184,0.841950259,0.000848377
L-Pipecolate,Organic acids,1.35567387,0.001081511,0.000621601,1.639129745,0.014852758,0.768298368,0.712930055,0.001081511
N-Ethylglycine,Organic acids,1.365524697,0.004230239,0.009324009,1.742216857,0.030972927,1,0.80092421,0.004230239
DL-Homoserine,Organic acids,1.336930407,0.004258923,0.020512821,1.594227314,0.030972927,1,0.672857351,0.004258923
L-Isoleucine,Organic acids,1.300178133,0.005092225,0.002175602,1.268057863,0.034704391,1,0.342620579,0.005092225
Fumarate,Organic acids,1.348534878,0.007515224,0.003729604,1.436506744,0.040978247,1,0.522564766,0.007515224
Butenedioic acid,Organic acids,1.35559962,0.00811892,0.003729604,1.46759209,0.042521124,1,0.553451034,0.00811892
DL-Alanine,Organic acids,1.32043924,0.008955242,0.009324009,1.191575883,0.04442925,1,0.25287083,0.008955242
Creatine,Organic acids,1.227602364,0.011026825,0.003729604,1.384037587,0.050478353,1,0.468883124,0.011026825
Isoleucine,Organic acids,1.323671406,0.01126002,0.009324009,1.685766593,0.05048968,1,0.753404798,0.01126002
2-Hydroxybutanoic acid,Organic acids,1.388519276,0.01126743,0.028904429,1.707223181,0.05048968,1,0.77165167,0.01126743
L-Tyrosine,Organic acids,0.803480194,0.01165096,0.005905206,1.807927704,0.051430665,1,0.854336988,0.01165096
3-Hydroxybutyric acid,Organic acids,1.369195447,0.012136509,0.003729604,1.619505676,0.052634123,1,0.695553525,0.012136509
Glycine,Organic acids,1.533434285,0.013781476,0.000621601,1.884597578,0.056032581,0.768298368,0.914256495,0.013781476
beta-Alanine,Organic acids,1.321315111,0.016727781,0.028904429,1.688916425,0.063426431,1,0.756097939,0.016727781
L-Asparagine,Organic acids,1.304818578,0.016770465,0.009324009,1.594734379,0.063426431,1,0.673316147,0.016770465
N-Carbamoylglutamic acid,Organic acids,1.17840639,0.02041511,0.020512821,1.499529607,0.071481802,1,0.584510007,0.02041511
L-Gulonate,Organic acids,1.052984349,0.020950761,0.054079254,1.527234912,0.071930946,1,0.610921988,0.020950761
DL-Leucine,Organic acids,1.472989527,0.021131238,0.001243201,1.998875625,0.07214975,1,0.999188706,0.021131238
N-Acetyl-DL-serine,Organic acids,1.288628469,0.021614392,0.002175602,1.702385906,0.073192846,1,0.767558112,0.021614392
L-Methionine,Organic acids,1.246013789,0.022816038,0.020512821,1.296334786,0.075001657,1,0.374438351,0.022816038
2-(Methylamino)pentanedioic acid,Organic acids,1.556142261,0.024274938,0.0003108,1.974792628,0.077983356,0.384149184,0.981701165,0.024274938
L-Valine,Organic acids,0.989478158,0.024902626,0.020512821,1.157980457,0.078756155,1,0.211610906,0.024902626
L-Aspartate,Organic acids,1.350256434,0.026023185,0.020512821,1.377976222,0.080613174,1,0.462550993,0.026023185
DL-Aspartic acid,Organic acids,1.24840418,0.026178956,0.093861694,1.094605445,0.080892975,1,0.130410938,0.026178956
Ethanolamine phosphate,Organic acids,1.124801729,0.027557189,0.028904429,1.250998389,0.083074842,1,0.323079932,0.027557189
Glycylglycine,Organic acids,1.148323368,0.030871724,0.028904429,1.398946339,0.089993989,1,0.484340625,0.030871724
L-Alanyl-L-alanine,Organic acids,0.93460263,0.036712165,0.054079254,1.220766361,0.100612497,1,0.287787113,0.036712165
L-Leucine,Organic acids,0.891169487,0.036938827,0.04009324,0.622249103,0.101009712,1,-0.68443585,0.036938827
Ethanolamine,Organic nitrogen compounds,1.508818159,0.000405838,0.0003108,1.389850886,0.009465908,0.384149184,0.474930108,0.000405838
Putrescine,Organic nitrogen compounds,1.340181145,0.006047021,0.002175602,1.720856818,0.037224048,1,0.783127065,0.006047021
Spermidine,Organic nitrogen compounds,1.517774354,0.015510184,0.009324009,0.441262893,0.06047504,1,-1.180289663,0.015510184
2-(Methylamino)Ethanol,Organic nitrogen compounds,0.918534331,0.026907985,0.028904429,1.236149371,0.081916919,1,0.305853083,0.026907985
Cadaverine,Organic nitrogen compounds,0.93201161,0.037176368,0.054079254,1.220155461,0.101434858,1,0.287064975,0.037176368
Aldohexose,Organic oxygen compounds,1.765781714,6.07E-05,0.0003108,1.647741817,0.003977271,0.384149184,0.720490205,6.07E-05
Maltose,Organic oxygen compounds,1.631415714,9.08E-05,0.0003108,3.918937201,0.004647132,0.384149184,1.970462455,9.08E-05
D-Cellobiose,Organic oxygen compounds,1.578520389,0.000151156,0.001243201,4.514963459,0.005657095,1,2.174714311,0.000151156
Xylitol,Organic oxygen compounds,1.585758941,0.000188105,0.0003108,2.590773291,0.006283731,0.384149184,1.373382776,0.000188105
Glycerol,Organic oxygen compounds,1.508810505,0.000405901,0.0003108,1.389832954,0.009465908,0.384149184,0.474911494,0.000405901
"Fructose-2,6-diphosphate",Organic oxygen compounds,1.410902318,0.000462716,0.0003108,2.135143199,0.010408926,0.384149184,1.094332831,0.000462716
D-Erythrose,Organic oxygen compounds,1.391187472,0.000593154,0.0003108,1.692779503,0.010749948,0.384149184,0.759394064,0.000593154
D-myo-Inositol 4-phosphate,Organic oxygen compounds,1.293024762,0.000965849,0.0003108,1.818591093,0.013944825,0.384149184,0.862821192,0.000965849
beta-D-Fructose 6-phosphate,Organic oxygen compounds,1.39172175,0.000984144,0.002175602,1.549712629,0.013981633,1,0.632000714,0.000984144
Pentitol,Organic oxygen compounds,1.526569921,0.001863303,0.001243201,1.828759339,0.020395814,1,0.870865232,0.001863303
beta-Maltose,Organic oxygen compounds,1.344280544,0.002237174,0.005905206,6.108526079,0.022665141,1,2.610824315,0.002237174
D-Fructose 1-phosphate,Organic oxygen compounds,1.362717804,0.002600845,0.001243201,1.575783743,0.025114411,1,0.656069557,0.002600845
D-Galactose,Organic oxygen compounds,1.306355994,0.003386303,0.000621601,1.291357654,0.029655349,0.768298368,0.368888624,0.003386303
Myo-Inositol,Organic oxygen compounds,1.371785047,0.004037731,0.003729604,1.277146927,0.030582366,1,0.352924507,0.004037731
D-Glucuronic acid,Organic oxygen compounds,1.536620709,0.005411813,0.001243201,1.34080771,0.035847809,1,0.423102351,0.005411813
"Oxolane-2,3,4-triol",Organic oxygen compounds,1.25992384,0.006163406,0.009324009,1.814188231,0.037526948,1,0.85932415,0.006163406
D-Arabinose,Organic oxygen compounds,1.36625908,0.006702416,0.013986014,1.364911479,0.038352716,1,0.448807388,0.006702416
Inositol,Organic oxygen compounds,1.414225359,0.006840228,0.003729604,1.062086245,0.038816048,1,0.086900923,0.006840228
D-Ribonate,Organic oxygen compounds,1.342515459,0.007310058,0.013986014,1.72312285,0.040658018,1,0.785025562,0.007310058
Sedoheptulose,Organic oxygen compounds,1.682613676,0.007551128,0.0003108,1.651524858,0.040978247,0.384149184,0.723798685,0.007551128
Pantothenic acid,Organic oxygen compounds,0.760681159,0.008908148,0.020512821,1.823352894,0.04442925,1,0.866593809,0.008908148
"D-Gluconic acid, delta-lactone",Organic oxygen compounds,1.224496493,0.01324709,0.005905206,1.166037235,0.054944305,1,0.221613858,0.01324709
D-Glucose 1-phosphate,Organic oxygen compounds,0.875309672,0.013476095,0.009324009,2.247025571,0.055521512,1,1.168016542,0.013476095
Methyl beta-D-galactoside,Organic oxygen compounds,1.10337451,0.015368128,0.003729604,1.606851153,0.060410586,1,0.684236295,0.015368128
D-Glucose,Organic oxygen compounds,1.366330083,0.016458759,0.0003108,2.600801443,0.063177099,0.384149184,1.378956261,0.016458759
Maltotriose,Organic oxygen compounds,1.27812602,0.019012518,0.013986014,3.798277755,0.068511581,1,1.925345409,0.019012518
N-Acetyl glucosamine 6-phosphate,Organic oxygen compounds,1.304086904,0.020058876,0.013986014,1.694367843,0.070634674,1,0.760747114,0.020058876
D-Raffinose,Organic oxygen compounds,1.503764584,0.020638837,0.0003108,0.184609296,0.071760598,0.384149184,-2.437452896,0.020638837
2-Deoxypentitol,Organic oxygen compounds,1.170321988,0.022310417,0.013986014,1.379141151,0.074381003,1,0.463770119,0.022310417
1F-beta-D-Fructosylsucrose,Organic oxygen compounds,0.784793988,0.02378563,0.028904429,1.472917209,0.076960835,1,0.55867634,0.02378563
D-Glucosone,Organic oxygen compounds,1.131685001,0.024038689,0.020512821,1.665122756,0.077576552,1,0.73562854,0.024038689
"Butane-1,2,3,4-tetrol",Organic oxygen compounds,1.41385696,0.024308785,0.002175602,5.073253098,0.077983356,1,2.342911136,0.024308785
D-Arabonic acid,Organic oxygen compounds,1.148161338,0.024679186,0.054079254,1.775018097,0.078415101,1,0.827833734,0.024679186
Melibiose,Organic oxygen compounds,1.394124388,0.025434174,0.005905206,2.080666281,0.079788424,1,1.057045589,0.025434174
D-Arabinopyranose,Organic oxygen compounds,0.982208436,0.027420208,0.013986014,1.491989123,0.082864004,1,0.577237018,0.027420208
D-Sorbitol,Organic oxygen compounds,1.250461983,0.02780827,0.028904429,2.633516779,0.083627791,1,1.396990651,0.02780827
L-Rhamnose,Organic oxygen compounds,1.266453487,0.02968412,0.020512821,1.28004682,0.087861917,1,0.356196581,0.02968412
Galactose 1-phosphate,Organic oxygen compounds,1.14699647,0.035501184,0.013986014,1.519073467,0.098384448,1,0.603191645,0.035501184
2-pentulose,Organic oxygen compounds,1.190836997,0.036202016,0.020512821,1.259817395,0.099878775,1,0.333214637,0.036202016
D-Arabitol,Organic oxygen compounds,1.028254852,0.040534741,0.072105672,1.423806313,0.108209374,1,0.509752903,0.040534741
Galactinol,Organic oxygen compounds,1.314089536,0.042076919,0.04009324,1.69290436,0.110741135,1,0.759500471,0.042076919
"2,3,4,5-Tetrahydroxy-6-phosphonooxyhexanoic acid",Organic oxygen compounds,1.155004972,0.042770626,0.028904429,1.734430776,0.111293672,1,0.794462262,0.042770626
Sorbitol 6-phosphate,Organic oxygen compounds,1.363597831,0.046161318,0.003729604,1.608676311,0.117883034,1,0.685874064,0.046161318
L-Sorbinose,Organic oxygen compounds,1.180642288,0.047602423,0.093861694,1.376490312,0.120074684,1,0.460994456,0.047602423
alpha-D-Mannose,Organic oxygen compounds,1.204415361,0.049549445,0.028904429,1.376129275,0.123225583,1,0.460616005,0.049549445
Cytosine,Organoheterocyclic compounds,1.613454658,0.000122327,0.0003108,1.316123761,0.004877314,0.384149184,0.396295158,0.000122327
Adenine,Organoheterocyclic compounds,1.471138771,0.000665996,0.0003108,1.873975286,0.011123931,0.384149184,0.906101927,0.000665996
Thymine,Organoheterocyclic compounds,1.703064752,0.001619147,0.000621601,2.148452041,0.018870893,0.768298368,1.103297573,0.001619147
Conduritol epoxide,Organoheterocyclic compounds,1.43340021,0.00370441,0.003729604,1.561462851,0.02973103,1,0.642898246,0.00370441
Xanthine,Organoheterocyclic compounds,1.336521159,0.006998014,0.009324009,1.862474768,0.039138213,1,0.897220881,0.006998014
2-Pyrrolidinone,Organoheterocyclic compounds,1.254496194,0.011183684,0.020512821,1.286945952,0.05048968,1,0.363951466,0.011183684
Nicotinamide,Organoheterocyclic compounds,1.537125198,0.012904507,0.0003108,2.321269098,0.0542516,0.384149184,1.21491378,0.012904507
Conduritol-beta-epoxide,Organoheterocyclic compounds,1.370533871,0.014028023,0.020512821,1.435265878,0.056662211,1,0.521318016,0.014028023
Hypoxanthine,Organoheterocyclic compounds,1.357892876,0.014670896,0.028904429,2.79053166,0.058683583,1,1.480540014,0.014670896
Levoglucosan,Organoheterocyclic compounds,1.538124848,0.017584199,0.0003108,4.591903949,0.065227946,0.384149184,2.199092465,0.017584199
"1,6-Anhydro-D-galactose",Organoheterocyclic compounds,1.180701835,0.018050556,0.028904429,1.622269843,0.066007359,1,0.698013813,0.018050556
"6-(2,2,2-trifluoroethoxy)nicotinic acid",Organoheterocyclic compounds,1.249937443,0.019121012,0.020512821,1.311206239,0.068702242,1,0.390894624,0.019121012
3-Hydroxypyridine,Organoheterocyclic compounds,1.299365549,0.022741562,0.020512821,1.259063289,0.075001657,1,0.332350804,0.022741562
Erythronic acid lactone,Organoheterocyclic compounds,0.854382703,0.029662748,0.0003108,1.596775424,0.087861917,0.384149184,0.675161421,0.029662748
L-Tryptophan,Organoheterocyclic compounds,1.03091401,0.041864604,0.020512821,1.325097162,0.110565494,1,0.406098148,0.041864604
Diisodecyl phthalate (also known as the production of plastic),Others,1.567986506,0.007819489,0.0003108,0.567334902,0.041480207,0.384149184,-0.817727476,0.007819489
PA 30:0|PA 14:0_16:0,PA,1.567827097,0.005744139,0.009324009,1.504046215,0.036255954,1,0.588848897,0.005744139
PA 34:2|PA 16:0_18:2,PA,1.493273724,0.009780093,0.009324009,1.577403517,0.046493059,1,0.657551764,0.009780093
PA 34:1|PA 16:0_18:1,PA,1.373700463,0.013297383,0.020512821,1.49978326,0.054968448,1,0.584754026,0.013297383
PA 32:0|PA 16:0_16:0,PA,1.388127092,0.017991557,0.04009324,1.33341269,0.066007359,1,0.415123362,0.017991557
PA 36:4|PA 16:0_20:4,PA,1.357790518,0.021438332,0.009324009,1.656666987,0.072927582,1,0.72828363,0.021438332
PA 32:1|PA 16:0_16:1,PA,1.349760811,0.022386515,0.009324009,1.539129008,0.074381003,1,0.622114162,0.022386515
PC O-34:6|PC O-16:2_18:4,PC,1.471407085,0.000597302,0.0003108,0.687200756,0.010749948,0.384149184,-0.541196472,0.000597302
PC 33:2|PC 15:0_18:2,PC,1.490222313,0.003454992,0.003729604,1.499276941,0.029655349,1,0.584266897,0.003454992
PC 37:2|PC 19:0_18:2,PC,1.385126638,0.004301605,0.005905206,1.641359185,0.030972927,1,0.714890984,0.004301605
PC O-34:3|PC O-16:1_18:2,PC,1.29986451,0.005590834,0.013986014,1.305973183,0.036255954,1,0.385125272,0.005590834
PC 37:7|PC 15:1_22:6,PC,1.103344432,0.010037137,0.009324009,2.424598478,0.047122515,1,1.277745852,0.010037137
PC 35:5|PC 15:1_20:4,PC,1.43084375,0.010170757,0.028904429,1.13717344,0.047169494,1,0.185452309,0.010170757
PC 31:0|PC 15:0_16:0,PC,1.283978384,0.0146469,0.005905206,1.264164552,0.058683583,1,0.338184266,0.0146469
PE 34:0|PE 16:0_18:0,PE,1.668534836,0.000156846,0.000621601,1.352729542,0.005657095,0.768298368,0.435873423,0.000156846
PE 38:2|PE 18:1_20:1,PE,1.731204095,0.00016477,0.0003108,1.338682129,0.005657095,0.384149184,0.420813433,0.00016477
PE O-37:1,PE,1.582520568,0.000312943,0.0003108,1.864430828,0.009080312,0.384149184,0.898735273,0.000312943
PE O-35:5|PE O-15:1_20:4,PE,1.696343274,0.00032808,0.001243201,1.411983622,0.009080312,1,0.497723355,0.00032808
PE 38:4|PE 18:0_20:4,PE,1.514000598,0.00083179,0.002175602,1.292243973,0.013273348,1,0.369878474,0.00083179
PE O-36:1|PE O-16:1_20:0,PE,1.439872218,0.002067661,0.002175602,1.440726746,0.022031285,1,0.526796734,0.002067661
PE 38:1|PE 18:0_20:1,PE,1.455291475,0.003317826,0.009324009,1.237050721,0.029655349,1,0.306904654,0.003317826
PE 38:5|PE 18:1_20:4,PE,1.442853305,0.003594508,0.005905206,1.271077442,0.02973103,1,0.346051931,0.003594508
PE 40:2|PE 18:1_22:1,PE,1.457134521,0.005057809,0.009324009,1.284970328,0.034704391,1,0.361735046,0.005057809
PE O-40:3|PE O-18:2_22:1,PE,1.375805916,0.005626632,0.005905206,1.254350778,0.036255954,1,0.326940853,0.005626632
PE 44:5|PE 24:1_20:4,PE,1.342564815,0.005684005,0.013986014,1.302406068,0.036255954,1,0.381179326,0.005684005
PE O-38:3|PE O-18:2_20:1,PE,1.298407133,0.005704031,0.002175602,1.256130881,0.036255954,1,0.328986792,0.005704031
PE 36:3|PE 18:1_18:2,PE,1.469878339,0.005937349,0.013986014,1.213414267,0.037063449,1,0.279072179,0.005937349
PE O-40:2|PE O-18:1_22:1,PE,1.359336876,0.006207859,0.009324009,1.344335116,0.037612324,1,0.426892818,0.006207859
PE 37:2|PE 19:0_18:2,PE,1.271038702,0.006846196,0.013986014,1.554896855,0.038816048,1,0.636818882,0.006846196
PE 36:2|PE 18:1_18:1,PE,1.339590506,0.007368443,0.009324009,1.16511521,0.040658018,1,0.22047262,0.007368443
PE 37:1|PE 19:0_18:1,PE,1.405802869,0.008460251,0.005905206,1.375573472,0.043032386,1,0.460033199,0.008460251
PE O-37:5|PE O-17:1_20:4,PE,1.280030742,0.008915721,0.013986014,1.388919122,0.04442925,1,0.473962593,0.008915721
PE O-43:2|PE O-25:1_18:1,PE,1.334353649,0.009063054,0.003729604,3.721893599,0.04442925,1,1.896036812,0.009063054
PE O-40:9|PE O-18:3_22:6,PE,1.263506911,0.009369973,0.013986014,1.233370703,0.045106051,1,0.302606483,0.009369973
PE O-35:2|PE O-17:1_18:1,PE,1.327629438,0.010189527,0.020512821,1.366930588,0.047169494,1,0.450939986,0.010189527
PE 42:1|PE 24:0_18:1,PE,1.444261788,0.011511958,0.003729604,1.273397471,0.050999212,1,0.348682805,0.011511958
PE 32:0|PE 16:0_16:0,PE,1.273936947,0.012208269,0.013986014,1.2164071,0.05276021,1,0.282626143,0.012208269
PE O-37:3|PE O-19:1_18:2,PE,1.186706572,0.016319792,0.04009324,1.435711222,0.062838826,1,0.521765596,0.016319792
PE O-36:4|PE O-16:1_20:3,PE,1.202365743,0.016949991,0.028904429,1.221182994,0.063777495,1,0.288279404,0.016949991
PE 38:6;O|PE 16:0_22:6;O,PE,0.880764612,0.018555992,0.054079254,1.642290045,0.06745649,1,0.715708944,0.018555992
PE 40:6;O|PE 18:0_22:6;O,PE,0.749719367,0.019962172,0.009324009,1.661513615,0.070634674,1,0.732498115,0.019962172
PE O-36:5|PE O-16:1_20:4,PE,1.163121621,0.020021209,0.013986014,1.099998966,0.070634674,1,0.137502168,0.020021209
PE 42:5|PE 22:1_20:4,PE,1.243236017,0.021892866,0.054079254,1.222886644,0.073731832,1,0.290290679,0.021892866
PE O-34:2|PE O-16:1_18:1,PE,1.297091654,0.024449823,0.028904429,1.081337678,0.078087806,1,0.112817115,0.024449823
PE 36:2|PE 18:0_18:2,PE,1.306684308,0.026009095,0.020512821,1.113233304,0.080613174,1,0.154755974,0.026009095
PE 42:2|PE 18:1_24:1,PE,1.204549354,0.034987751,0.054079254,1.25247655,0.097398333,1,0.324783592,0.034987751
PE 40:1|PE 22:0_18:1,PE,1.167483116,0.039650652,0.072105672,1.205422534,0.106308472,1,0.269538939,0.039650652
PE O-34:3|PE O-16:1_18:2,PE,1.126173915,0.041486869,0.020512821,1.248251425,0.110217788,1,0.319908553,0.041486869
PE 37:5;O2|PE 20:4_17:1;O2,PE,1.293543774,0.041643776,0.054079254,1.247145238,0.110217788,1,0.318629486,0.041643776
PE 35:3;O2|PE 18:2_17:1;O2,PE,0.607442213,0.043787715,0.028904429,1.480084563,0.112988759,1,0.565679605,0.043787715
PE 36:1|PE 18:0_18:1,PE,1.223114042,0.046984027,0.054079254,1.124156803,0.119525477,1,0.168843284,0.046984027
PE O-39:2|PE O-19:1_20:1,PE,0.96861162,0.049097218,0.189277389,1.469252222,0.122347099,1,0.55508208,0.049097218
PEtOH 34:2|PEtOH 16:0_18:2,PEtOH,1.323286704,0.037423686,0.020512821,4.862089415,0.101660825,1,2.281576425,0.037423686
PEtOH 32:1|PEtOH 16:0_16:1,PEtOH,1.236291556,0.048616172,0.028904429,4.088313364,0.121885576,1,2.031505781,0.048616172
PG 38:7|PG 18:2_20:5,PG,0.911406874,0.005922937,0.009324009,2.160870712,0.037063449,1,1.111612756,0.005922937
